,Electricity (%_elec),Space Heating (%_sh),Passanger mobility (%_pass),Freight mobility (%_freight),PV,Wind_onshore,Wind_offshore,Hydro_river,Solar
7104,0.00012,0.000143,9.4e-06,0.000114,0.0,0.0712,0.268,0.359,0.0
7105,9.36e-05,0.000151,5.87e-06,0.000114,0.0,0.0514,0.38,0.358,0.0
7106,7.16e-05,0.00016,2.35e-06,0.000114,0.0,0.0389,0.392,0.357,0.0
7107,5.81e-05,0.000168,1.17e-06,0.000114,0.0,0.0419,0.439,0.356,0.0
7108,5.24e-05,0.000171,1.41e-05,0.000114,0.0,0.0539,0.326,0.356,0.0
7109,5.65e-05,0.000174,3.76e-05,0.000114,0.0,0.072,0.358,0.355,0.0
7110,7.34e-05,0.000178,9.4e-05,0.000114,0.0,0.0841,0.278,0.354,0.0
7111,0.000116,0.000179,0.000182,0.000114,0.0,0.101,0.198,0.353,0.0
7112,0.000161,0.000178,0.000159,0.000114,0.00233,0.12,0.214,0.353,0.0
7113,0.000173,0.000156,0.000147,0.000114,0.0349,0.134,0.21,0.352,0.0182
7114,0.000177,0.000131,0.000164,0.000114,0.0853,0.111,0.253,0.351,0.0677
7115,0.000179,0.000118,0.000188,0.000114,0.136,0.0954,0.285,0.35,0.0288
7116,0.000183,9.97e-05,0.000207,0.000114,0.188,0.0756,0.296,0.35,0.114
7117,0.000172,7.64e-05,0.000188,0.000114,0.224,0.0608,0.34,0.349,0.323
7118,0.000166,6.48e-05,0.00019,0.000114,0.237,0.0442,0.257,0.348,0.377
7119,0.000159,5.98e-05,0.000214,0.000114,0.188,0.0326,0.205,0.347,0.388
7120,0.000152,6.48e-05,0.000223,0.000114,0.101,0.0293,0.167,0.347,0.299
7121,0.00015,7.81e-05,0.000223,0.000114,0.0291,0.0432,0.221,0.346,0.142
7122,0.000154,9.47e-05,0.000164,0.000114,0.00105,0.0451,0.232,0.345,0.0
7123,0.000166,0.000106,0.000117,0.000114,0.0,0.051,0.215,0.344,0.0
7124,0.000165,0.000118,8.81e-05,0.000114,0.0,0.0694,0.16,0.343,0.0
7125,0.000146,0.00013,5.87e-05,0.000114,0.0,0.109,0.136,0.343,0.0
7126,0.000123,0.00014,3.76e-05,0.000114,0.0,0.131,0.161,0.342,0.0
7127,0.000127,0.000151,2.35e-05,0.000114,0.0,0.137,0.251,0.341,0.0
7128,0.000121,0.000163,9.4e-06,0.000114,0.0,0.123,0.297,0.34,0.0
7129,9.09e-05,0.000174,5.87e-06,0.000114,0.0,0.115,0.457,0.34,0.0
7130,6.96e-05,0.000186,2.35e-06,0.000114,0.0,0.0,0.0,0.339,0.0
7131,5.49e-05,0.000198,1.17e-06,0.000114,0.0,0.0924,0.482,0.338,0.0
7132,4.69e-05,0.000204,1.41e-05,0.000114,0.0,0.0868,0.521,0.337,0.0
7133,4.36e-05,0.000209,3.76e-05,0.000114,0.0,0.117,0.544,0.337,0.0
7134,4.66e-05,0.000214,9.4e-05,0.000114,0.0,0.112,0.4,0.336,0.0
7135,5.98e-05,0.000218,0.000182,0.000114,0.0,0.0907,0.211,0.335,0.0
7136,7.6e-05,0.000211,0.000159,0.000114,0.00126,0.0642,0.182,0.334,0.0
7137,9.69e-05,0.000176,0.000147,0.000114,0.0275,0.0525,0.104,0.334,0.0629
7138,0.000117,0.00014,0.000164,0.000114,0.0887,0.0563,0.0203,0.333,0.252
7139,0.000124,0.000108,0.000188,0.000114,0.18,0.0388,0.0126,0.332,0.418
7140,0.000135,8.31e-05,0.000207,0.000114,0.265,0.0208,0.00164,0.331,0.539
7141,0.000134,6.81e-05,0.000188,0.000114,0.24,0.00723,0.00164,0.33,0.477
7142,0.000127,5.82e-05,0.00019,0.000114,0.182,0.0031,0.00164,0.33,0.395
7143,0.000119,5.82e-05,0.000214,0.000114,0.153,0.00216,0.00164,0.329,0.399
7144,0.000113,6.98e-05,0.000223,0.000114,0.1,0.00469,0.00164,0.328,0.35
7145,0.000105,9.14e-05,0.000223,0.000114,0.0343,0.00777,0.00164,0.327,0.207
7146,0.000111,0.000113,0.000164,0.000114,0.0017,0.00599,0.00164,0.327,0.0
7147,0.000128,0.000126,0.000117,0.000114,0.0,0.0191,0.00164,0.326,0.0
7148,0.000134,0.00014,8.81e-05,0.000114,0.0,0.058,0.0239,0.325,0.0
7149,0.000116,0.000153,5.87e-05,0.000114,0.0,0.085,0.0807,0.324,0.0
7150,9.7e-05,0.000166,3.76e-05,0.000114,0.0,0.0917,0.111,0.324,0.0
7151,9.43e-05,0.000178,2.35e-05,0.000114,0.0,0.105,0.113,0.323,0.0
7152,9.06e-05,0.000191,9.4e-06,0.000114,0.0,0.112,0.0978,0.322,0.0
7153,6.6e-05,0.000203,5.87e-06,0.000114,0.0,0.107,0.149,0.321,0.0
7154,4.53e-05,0.000216,2.35e-06,0.000114,0.0,0.0784,0.175,0.321,0.0
7155,3.25e-05,0.000229,1.17e-06,0.000114,0.0,0.0812,0.224,0.321,0.0
7156,2.29e-05,0.000236,1.41e-05,0.000114,0.0,0.0954,0.329,0.321,0.0
7157,2.41e-05,0.000244,3.76e-05,0.000114,0.0,0.108,0.201,0.32,0.0
7158,2.69e-05,0.000249,9.4e-05,0.000114,0.0,0.138,0.151,0.32,0.0
7159,3.62e-05,0.000254,0.000182,0.000114,0.0,0.154,0.123,0.32,0.0
7160,4.61e-05,0.000251,0.000159,0.000114,0.00353,0.135,0.0908,0.32,0.0
7161,6.68e-05,0.000223,0.000147,0.000114,0.0491,0.133,0.154,0.319,0.104
7162,8.26e-05,0.000196,0.000164,0.000114,0.153,0.108,0.199,0.319,0.383
7163,8.82e-05,0.000173,0.000188,0.000114,0.325,0.0651,0.199,0.319,0.624
7164,9.98e-05,0.000158,0.000207,0.000114,0.475,0.0544,0.181,0.318,0.582
7165,9.19e-05,0.000145,0.000188,0.000114,0.505,0.0582,0.119,0.318,0.875
7166,8.12e-05,0.000138,0.00019,0.000114,0.468,0.0502,0.0992,0.318,0.988
7167,7.27e-05,0.000138,0.000214,0.000114,0.375,0.0559,0.121,0.318,0.961
7168,6.85e-05,0.000146,0.000223,0.000114,0.223,0.0611,0.197,0.317,0.802
7169,7.09e-05,0.000165,0.000223,0.000114,0.0696,0.0817,0.338,0.317,0.49
7170,9.82e-05,0.000184,0.000164,0.000114,0.00309,0.131,0.464,0.317,0.0
7171,0.000124,0.000189,0.000117,0.000114,0.0,0.212,0.482,0.317,0.0
7172,0.000117,0.000194,8.81e-05,0.000114,0.0,0.217,0.458,0.316,0.0
7173,0.000105,0.000199,5.87e-05,0.000114,0.0,0.217,0.433,0.316,0.0
7174,9e-05,0.000206,3.76e-05,0.000114,0.0,0.24,0.363,0.316,0.0
7175,8.6e-05,0.000211,2.35e-05,0.000114,0.0,0.262,0.222,0.315,0.0
7176,7.75e-05,0.000216,9.4e-06,0.000114,0.0,0.257,0.163,0.315,0.0
7177,5.2e-05,0.000214,5.87e-06,0.000114,0.0,0.283,0.0911,0.315,0.0
7178,3.48e-05,0.000211,2.35e-06,0.000114,0.0,0.301,0.114,0.315,0.0
7179,2.49e-05,0.000209,1.17e-06,0.000114,0.0,0.355,0.125,0.314,0.0
7180,2.37e-05,0.000208,1.41e-05,0.000114,0.0,0.336,0.117,0.314,0.0
7181,2.97e-05,0.000206,3.76e-05,0.000114,0.0,0.291,0.154,0.314,0.0
7182,5.1e-05,0.000204,9.4e-05,0.000114,0.0,0.254,0.173,0.313,0.0
7183,9.72e-05,0.000203,0.000182,0.000114,0.0,0.242,0.213,0.313,0.0
7184,0.000127,0.000201,0.000159,0.000114,0.0067,0.236,0.179,0.313,0.0
7185,0.000143,0.000189,0.000147,0.000114,0.0946,0.214,0.175,0.313,0.0
7186,0.000152,0.000178,0.000164,0.000114,0.256,0.182,0.155,0.312,0.0
7187,0.000158,0.000169,0.000188,0.000114,0.382,0.133,0.141,0.312,0.0
7188,0.000165,0.00016,0.000207,0.000114,0.45,0.109,0.134,0.312,0.0
7189,0.000159,0.000155,0.000188,0.000114,0.405,0.0921,0.104,0.312,0.0
7190,0.000155,0.000151,0.00019,0.000114,0.261,0.0704,0.0942,0.311,0.0
7191,0.00015,0.00015,0.000214,0.000114,0.184,0.0684,0.163,0.311,0.0
7192,0.000146,0.000155,0.000223,0.000114,0.0953,0.092,0.174,0.311,0.0
7193,0.000142,0.000171,0.000223,0.000114,0.0297,0.126,0.226,0.31,0.0
7194,0.000166,0.000166,0.000164,0.000114,0.00128,0.183,0.256,0.31,0.0
7195,0.000192,0.000173,0.000117,0.000114,0.0,0.23,0.265,0.31,0.0
7196,0.000172,0.000171,8.81e-05,0.000114,0.0,0.26,0.342,0.31,0.0
7197,0.000149,0.000176,5.87e-05,0.000114,0.0,0.277,0.353,0.309,0.0
7198,0.000126,0.000179,3.76e-05,0.000114,0.0,0.277,0.27,0.309,0.0
7199,0.000121,0.000184,2.35e-05,0.000114,0.0,0.268,0.214,0.309,0.0
7200,0.000109,0.000188,9.4e-06,0.000114,0.0,0.242,0.133,0.308,0.0
7201,8.01e-05,0.000199,5.87e-06,0.000114,0.0,0.225,0.117,0.308,0.0
7202,6.03e-05,0.000214,2.35e-06,0.000114,0.0,0.202,0.12,0.308,0.0
7203,5.08e-05,0.000229,1.17e-06,0.000114,0.0,0.215,0.117,0.308,0.0
7204,4.63e-05,0.000238,1.41e-05,0.000114,0.0,0.198,0.175,0.307,0.0
7205,5.27e-05,0.000246,3.76e-05,0.000114,0.0,0.208,0.142,0.307,0.0
7206,7.06e-05,0.000251,9.4e-05,0.000114,0.0,0.26,0.102,0.307,0.0
7207,0.000113,0.000258,0.000182,0.000114,0.0,0.375,0.172,0.307,0.0
7208,0.00014,0.000258,0.000159,0.000114,0.0013,0.392,0.268,0.306,0.0
7209,0.000155,0.000238,0.000147,0.000114,0.0168,0.352,0.238,0.306,0.0343
7210,0.000163,0.000216,0.000164,0.000114,0.0399,0.286,0.344,0.306,0.111
7211,0.000166,0.000196,0.000188,0.000114,0.0722,0.215,0.378,0.305,0.167
7212,0.000172,0.000179,0.000207,0.000114,0.091,0.175,0.266,0.305,0.191
7213,0.000169,0.000168,0.000188,0.000114,0.0844,0.124,0.218,0.305,0.176
7214,0.000165,0.000165,0.00019,0.000114,0.0767,0.0718,0.262,0.305,0.162
7215,0.000157,0.000166,0.000214,0.000114,0.0717,0.0419,0.255,0.304,0.196
7216,0.000159,0.000176,0.000223,0.000114,0.0421,0.0399,0.211,0.304,0.0952
7217,0.000159,0.000194,0.000223,0.000114,0.0116,0.0604,0.196,0.304,0.0
7218,0.000181,0.000204,0.000164,0.000114,0.000205,0.0629,0.185,0.304,0.0
7219,0.000197,0.000213,0.000117,0.000114,0.0,0.0786,0.0989,0.303,0.0
7220,0.00018,0.000221,8.81e-05,0.000114,0.0,0.12,0.0531,0.303,0.0
7221,0.000156,0.000229,5.87e-05,0.000114,0.0,0.115,0.0535,0.303,0.0
7222,0.000132,0.000239,3.76e-05,0.000114,0.0,0.0943,0.0995,0.302,0.0
7223,0.000131,0.000248,2.35e-05,0.000114,0.0,0.0824,0.176,0.302,0.0
7224,0.00012,0.000256,9.4e-06,0.000114,0.0,0.0903,0.134,0.302,0.0
7225,8.97e-05,0.000254,5.87e-06,0.000114,0.0,0.0803,0.126,0.302,0.0
7226,7.04e-05,0.000253,2.35e-06,0.000114,0.0,0.0735,0.085,0.301,0.0
7227,5.57e-05,0.000251,1.17e-06,0.000114,0.0,0.08,0.0565,0.301,0.0
7228,5.16e-05,0.000249,1.41e-05,0.000114,0.0,0.0877,0.092,0.301,0.0
7229,5.6e-05,0.000248,3.76e-05,0.000114,0.0,0.115,0.12,0.3,0.0
7230,7.39e-05,0.000246,9.4e-05,0.000114,0.0,0.13,0.177,0.3,0.0
7231,0.000111,0.000246,0.000182,0.000114,0.0,0.165,0.164,0.3,0.0
7232,0.000142,0.000241,0.000159,0.000114,0.00364,0.194,0.257,0.3,0.0
7233,0.000161,0.000201,0.000147,0.000114,0.0738,0.172,0.214,0.299,0.179
7234,0.00017,0.000161,0.000164,0.000114,0.189,0.135,0.218,0.299,0.56
7235,0.000175,0.000125,0.000188,0.000114,0.275,0.118,0.269,0.299,0.656
7236,0.000186,9.64e-05,0.000207,0.000114,0.287,0.149,0.327,0.299,0.615
7237,0.00018,7.81e-05,0.000188,0.000114,0.276,0.174,0.305,0.298,0.574
7238,0.000176,6.81e-05,0.00019,0.000114,0.266,0.177,0.41,0.298,0.606
7239,0.000172,6.65e-05,0.000214,0.000114,0.216,0.151,0.453,0.298,0.599
7240,0.00017,7.98e-05,0.000223,0.000114,0.117,0.122,0.308,0.297,0.258
7241,0.000171,0.000105,0.000223,0.000114,0.029,0.126,0.365,0.297,0.0
7242,0.000192,0.00011,0.000164,0.000114,0.000569,0.163,0.506,0.297,0.0
7243,0.000199,0.000113,0.000117,0.000114,0.0,0.189,0.633,0.297,0.0
7244,0.00018,0.000116,8.81e-05,0.000114,0.0,0.202,0.705,0.296,0.0
7245,0.000158,0.000121,5.87e-05,0.000114,0.0,0.22,0.679,0.296,0.0
7246,0.000137,0.000125,3.76e-05,0.000114,0.0,0.198,0.69,0.296,0.0
7247,0.000134,0.000128,2.35e-05,0.000114,0.0,0.198,0.836,0.295,0.0
7248,0.000122,0.000133,9.4e-06,0.000114,0.0,0.266,0.797,0.295,0.0
7249,9.22e-05,0.000138,5.87e-06,0.000114,0.0,0.292,0.771,0.295,0.0
7250,7.05e-05,0.000145,2.35e-06,0.000114,0.0,0.308,0.674,0.295,0.0
7251,5.51e-05,0.000151,1.17e-06,0.000114,0.0,0.309,0.635,0.294,0.0
7252,5.29e-05,0.000155,1.41e-05,0.000114,0.0,0.287,0.636,0.294,0.0
7253,5.6e-05,0.000156,3.76e-05,0.000114,0.0,0.248,0.539,0.294,0.0
7254,7.41e-05,0.00016,9.4e-05,0.000114,0.0,0.234,0.55,0.294,0.0
7255,0.000113,0.000161,0.000182,0.000114,0.0,0.264,0.738,0.293,0.0
7256,0.000141,0.000161,0.000159,0.000114,0.00444,0.281,0.725,0.293,0.0
7257,0.000157,0.000153,0.000147,0.000114,0.0684,0.312,0.749,0.293,0.0
7258,0.000169,0.00014,0.000164,0.000114,0.175,0.241,0.729,0.292,0.00737
7259,0.000173,0.000126,0.000188,0.000114,0.273,0.15,0.63,0.292,0.0368
7260,0.000183,0.000118,0.000207,0.000114,0.331,0.0979,0.551,0.292,0.0197
7261,0.000175,0.000111,0.000188,0.000114,0.353,0.0555,0.447,0.292,0.0267
7262,0.000168,0.00011,0.00019,0.000114,0.332,0.0331,0.352,0.291,0.00772
7263,0.000161,0.000113,0.000214,0.000114,0.211,0.0287,0.279,0.291,0.0
7264,0.000157,0.000118,0.000223,0.000114,0.102,0.0301,0.198,0.291,0.0
7265,0.000155,0.000126,0.000223,0.000114,0.0353,0.0587,0.219,0.29,0.0
7266,0.000179,0.000133,0.000164,0.000114,0.000738,0.133,0.25,0.29,0.0
7267,0.000194,0.000145,0.000117,0.000114,0.0,0.194,0.385,0.29,0.0
7268,0.000174,0.000146,8.81e-05,0.000114,0.0,0.223,0.448,0.29,0.0
7269,0.000152,0.000151,5.87e-05,0.000114,0.0,0.178,0.506,0.289,0.0
7270,0.00013,0.000158,3.76e-05,0.000114,0.0,0.171,0.376,0.289,0.0
7271,0.000128,0.000165,2.35e-05,0.000114,0.0,0.163,0.178,0.289,0.0
7272,0.000118,0.000169,9.4e-06,0.000114,0.0,0.179,0.113,0.289,0.0
7273,8.73e-05,0.000176,5.87e-06,0.000114,0.0,0.17,0.1,0.288,0.0
7274,6.52e-05,0.000181,2.35e-06,0.000114,0.0,0.175,0.0528,0.288,0.0
7275,5.17e-05,0.000188,1.17e-06,0.000114,0.0,0.173,0.0578,0.288,0.0
7276,4.73e-05,0.000189,1.41e-05,0.000114,0.0,0.185,0.0791,0.287,0.0
7277,5.33e-05,0.000193,3.76e-05,0.000114,0.0,0.214,0.159,0.287,0.0
7278,6.98e-05,0.000194,9.4e-05,0.000114,0.0,0.245,0.23,0.287,0.0
7279,0.000108,0.000196,0.000182,0.000114,0.0,0.242,0.183,0.287,0.0
7280,0.000137,0.000196,0.000159,0.000114,0.00514,0.233,0.119,0.286,0.0
7281,0.000149,0.000179,0.000147,0.000114,0.0845,0.192,0.134,0.286,0.0387
7282,0.00016,0.000165,0.000164,0.000114,0.247,0.0983,0.179,0.286,0.0357
7283,0.000162,0.000153,0.000188,0.000114,0.396,0.0475,0.208,0.285,0.0322
7284,0.000169,0.00014,0.000207,0.000114,0.484,0.0351,0.224,0.285,0.158
7285,0.000166,0.000131,0.000188,0.000114,0.498,0.0265,0.163,0.285,0.106
7286,0.000159,0.000128,0.00019,0.000114,0.455,0.0157,0.132,0.285,0.107
7287,0.000151,0.000126,0.000214,0.000114,0.357,0.0163,0.0561,0.284,0.112
7288,0.000141,0.000133,0.000223,0.000114,0.195,0.0183,0.0241,0.284,0.11
7289,0.000138,0.000143,0.000223,0.000114,0.0494,0.0256,0.0188,0.284,0.0
7290,0.000161,0.000151,0.000164,0.000114,0.00143,0.0552,0.0277,0.284,0.0
7291,0.000176,0.000161,0.000117,0.000114,0.0,0.0788,0.0168,0.283,0.0
7292,0.000154,0.000171,8.81e-05,0.000114,0.0,0.0885,0.0283,0.283,0.0
7293,0.000131,0.000179,5.87e-05,0.000114,0.0,0.0753,0.075,0.283,0.0
7294,0.00011,0.000189,3.76e-05,0.000114,0.0,0.0819,0.0906,0.282,0.0
7295,0.000111,0.000199,2.35e-05,0.000114,0.0,0.0932,0.148,0.282,0.0
7296,0.000106,0.000208,9.4e-06,0.000114,0.0,0.0815,0.113,0.282,0.0
7297,7.55e-05,0.000223,5.87e-06,0.000114,0.0,0.0846,0.0624,0.41,0.0
7298,5.44e-05,0.000239,2.35e-06,0.000114,0.0,0.0967,0.04,0.41,0.0
7299,3.96e-05,0.000256,1.17e-06,0.000114,0.0,0.0741,0.0244,0.41,0.0
7300,3.29e-05,0.000266,1.41e-05,0.000114,0.0,0.0419,0.0116,0.41,0.0
7301,2.99e-05,0.000274,3.76e-05,0.000114,0.0,0.0274,0.0111,0.41,0.0
7302,3.38e-05,0.000281,9.4e-05,0.000114,0.0,0.0251,0.00583,0.41,0.0
7303,4.4e-05,0.000287,0.000182,0.000114,0.0,0.0305,0.0128,0.41,0.0
7304,5.19e-05,0.000287,0.000159,0.000114,0.00332,0.0376,0.0643,0.41,0.0
7305,6.21e-05,0.000276,0.000147,0.000114,0.0783,0.0416,0.0465,0.41,0.0
7306,7.99e-05,0.000264,0.000164,0.000114,0.24,0.0388,0.0132,0.41,0.00273
7307,8.87e-05,0.000251,0.000188,0.000114,0.387,0.0207,-0.000411,0.41,0.0418
7308,9.48e-05,0.000241,0.000207,0.000114,0.475,0.0102,-0.00164,0.41,0.0548
7309,9.47e-05,0.000234,0.000188,0.000114,0.508,0.00521,-0.00164,0.41,0.0658
7310,8.31e-05,0.000233,0.00019,0.000114,0.251,0.00261,-0.00164,0.409,0.0236
7311,7.25e-05,0.000234,0.000214,0.000114,0.132,0.00183,-0.00164,0.409,0.00863
7312,6.36e-05,0.000243,0.000223,0.000114,0.0897,0.00196,-0.00123,0.409,0.0
7313,6.81e-05,0.000254,0.000223,0.000114,0.0475,0.00293,0.00706,0.409,0.0
7314,0.000103,0.000261,0.000164,0.000114,0.00791,0.0144,0.0113,0.409,0.0
7315,0.000122,0.000268,0.000117,0.000114,0.0,0.0381,0.0117,0.409,0.0
7316,0.000112,0.000274,8.81e-05,0.000114,0.0,0.0658,0.0131,0.409,0.0
7317,0.000101,0.000281,5.87e-05,0.000114,0.0,0.113,0.0164,0.409,0.0
7318,8.52e-05,0.000287,3.76e-05,0.000114,0.0,0.129,-2.46e-05,0.409,0.0
7319,8.64e-05,0.000294,2.35e-05,0.000114,0.0,0.132,-0.00164,0.409,0.0
7320,8.14e-05,0.000301,9.4e-06,0.000114,0.0,0.111,-0.00164,0.409,0.0
7321,5.61e-05,0.000301,5.87e-06,0.000114,0.0,0.103,-0.00164,0.409,0.0
7322,3.7e-05,0.000299,2.35e-06,0.000114,0.0,0.0761,-0.00164,0.409,0.0
7323,2.77e-05,0.000297,1.17e-06,0.000114,0.0,0.0682,-0.00164,0.409,0.0
7324,2.03e-05,0.000297,1.41e-05,0.000114,0.0,0.0397,-0.00164,0.409,0.0
7325,2.02e-05,0.000296,3.76e-05,0.000114,0.0,0.032,-0.00164,0.409,0.0
7326,2.34e-05,0.000294,9.4e-05,0.000114,0.0,0.0307,-0.00164,0.409,0.0
7327,3.43e-05,0.000294,0.000182,0.000114,0.0,0.0453,0.00399,0.409,0.0
7328,3.91e-05,0.000291,0.000159,0.000114,0.00237,0.0514,0.0301,0.409,0.0
7329,5.2e-05,0.000266,0.000147,0.000114,0.0645,0.0715,0.0641,0.409,0.0223
7330,7e-05,0.000236,0.000164,0.000114,0.191,0.0806,0.0307,0.409,0.0702
7331,8.24e-05,0.000204,0.000188,0.000114,0.309,0.0611,0.00628,0.409,0.197
7332,9.06e-05,0.000169,0.000207,0.000114,0.368,0.0263,0.0104,0.409,0.435
7333,9.47e-05,0.000143,0.000188,0.000114,0.39,0.0262,0.0221,0.408,0.478
7334,8.31e-05,0.00013,0.00019,0.000114,0.358,0.0121,0.000232,0.408,0.483
7335,7.68e-05,0.000128,0.000214,0.000114,0.277,0.0111,0.00418,0.408,0.234
7336,7.06e-05,0.000143,0.000223,0.000114,0.147,0.0192,0.0252,0.408,0.132
7337,6.95e-05,0.000168,0.000223,0.000114,0.0347,0.022,0.0162,0.408,0.0
7338,0.000105,0.000171,0.000164,0.000114,0.000413,0.038,0.0701,0.408,0.0
7339,0.000127,0.000174,0.000117,0.000114,0.0,0.0507,0.0728,0.408,0.0
7340,0.000122,0.000179,8.81e-05,0.000114,0.0,0.064,0.111,0.408,0.0
7341,0.000109,0.000183,5.87e-05,0.000114,0.0,0.0747,0.123,0.408,0.0
7342,9.04e-05,0.000186,3.76e-05,0.000114,0.0,0.0866,0.118,0.408,0.0
7343,8.82e-05,0.000189,2.35e-05,0.000114,0.0,0.13,0.154,0.408,0.0
7344,7.77e-05,0.000193,9.4e-06,0.000114,0.0,0.164,0.12,0.408,0.0
7345,5.23e-05,0.000199,5.87e-06,0.000114,0.0,0.168,0.111,0.408,0.0
7346,3.5e-05,0.000208,2.35e-06,0.000114,0.0,0.188,0.063,0.408,0.0
7347,2.62e-05,0.000223,1.17e-06,0.000114,0.0,0.206,0.103,0.408,0.0
7348,2.46e-05,0.000219,1.41e-05,0.000114,0.0,0.228,0.139,0.409,0.0
7349,3.21e-05,0.000223,3.76e-05,0.000114,0.0,0.241,0.125,0.409,0.0
7350,5.4e-05,0.000224,9.4e-05,0.000114,0.0,0.278,0.222,0.409,0.0
7351,9.9e-05,0.000229,0.000182,0.000114,0.0,0.309,0.24,0.409,0.0
7352,0.000137,0.000229,0.000159,0.000114,0.00257,0.302,0.289,0.41,0.0
7353,0.000144,0.000221,0.000147,0.000114,0.0626,0.259,0.218,0.41,0.0
7354,0.000155,0.000208,0.000164,0.000114,0.149,0.199,0.228,0.41,0.0
7355,0.000159,0.000198,0.000188,0.000114,0.267,0.148,0.332,0.41,0.0
7356,0.000167,0.000191,0.000207,0.000114,0.302,0.111,0.142,0.411,0.0
7357,0.00016,0.000186,0.000188,0.000114,0.275,0.081,0.135,0.411,0.0
7358,0.000157,0.000184,0.00019,0.000114,0.274,0.0953,0.225,0.411,0.0
7359,0.000156,0.000184,0.000214,0.000114,0.172,0.137,0.19,0.411,0.0
7360,0.000154,0.000189,0.000223,0.000114,0.117,0.136,0.389,0.411,0.0
7361,0.000161,0.000198,0.000223,0.000114,0.0276,0.109,0.573,0.412,0.0
7362,0.000191,0.000201,0.000164,0.000114,0.000192,0.11,0.566,0.412,0.0
7363,0.000198,0.000204,0.000117,0.000114,0.0,0.141,0.657,0.412,0.0
7364,0.000177,0.000209,8.81e-05,0.000114,0.0,0.205,0.421,0.412,0.0
7365,0.000154,0.000213,5.87e-05,0.000114,0.0,0.199,0.444,0.413,0.0
7366,0.000133,0.000216,3.76e-05,0.000114,0.0,0.251,0.255,0.413,0.0
7367,0.000132,0.000221,2.35e-05,0.000114,0.0,0.326,0.282,0.413,0.0
7368,0.000119,0.000224,9.4e-06,0.000114,0.0,0.386,0.22,0.413,0.0
7369,8.83e-05,0.000226,5.87e-06,0.000114,0.0,0.358,0.263,0.413,0.0
7370,6.85e-05,0.000226,2.35e-06,0.000114,0.0,0.379,0.261,0.414,0.0
7371,5.63e-05,0.000226,1.17e-06,0.000114,0.0,0.397,0.207,0.414,0.0
7372,5.48e-05,0.000228,1.41e-05,0.000114,0.0,0.393,0.22,0.414,0.0
7373,5.89e-05,0.000228,3.76e-05,0.000114,0.0,0.387,0.252,0.414,0.0
7374,7.66e-05,0.000226,9.4e-05,0.000114,0.0,0.395,0.249,0.415,0.0
7375,0.000118,0.000228,0.000182,0.000114,0.0,0.416,0.307,0.415,0.0
7376,0.000156,0.000226,0.000159,0.000114,0.000495,0.5,0.322,0.415,0.0
7377,0.000159,0.000214,0.000147,0.000114,0.0277,0.545,0.354,0.415,0.0
7378,0.000172,0.000201,0.000164,0.000114,0.0964,0.479,0.553,0.415,0.0
7379,0.000175,0.000186,0.000188,0.000114,0.132,0.384,0.6,0.416,0.0
7380,0.000181,0.000171,0.000207,0.000114,0.159,0.347,0.617,0.416,0.0
7381,0.000172,0.000166,0.000188,0.000114,0.201,0.349,0.6,0.416,0.0
7382,0.000173,0.000166,0.00019,0.000114,0.146,0.296,0.593,0.416,0.0
7383,0.000169,0.000169,0.000214,0.000114,0.088,0.285,0.492,0.417,0.0
7384,0.000168,0.000178,0.000223,0.000114,0.0511,0.275,0.359,0.417,0.0
7385,0.000168,0.000184,0.000223,0.000114,0.0209,0.26,0.363,0.417,0.0
7386,0.000196,0.000196,0.000164,0.000114,0.000113,0.239,0.36,0.417,0.0
7387,0.000208,0.000193,0.000117,0.000114,0.0,0.219,0.277,0.417,0.0
7388,0.000186,0.000199,8.81e-05,0.000114,0.0,0.192,0.34,0.418,0.0
7389,0.000163,0.000204,5.87e-05,0.000114,0.0,0.208,0.315,0.418,0.0
7390,0.000142,0.000209,3.76e-05,0.000114,0.0,0.166,0.374,0.418,0.0
7391,0.000138,0.000214,2.35e-05,0.000114,0.0,0.125,0.419,0.418,0.0
7392,0.000128,0.000221,9.4e-06,0.000114,0.0,0.129,0.441,0.419,0.0
7393,9.72e-05,0.000228,5.87e-06,0.000114,0.0,0.138,0.388,0.419,0.0
7394,7.87e-05,0.000236,2.35e-06,0.000114,0.0,0.151,0.313,0.419,0.0
7395,6.79e-05,0.000244,1.17e-06,0.000114,0.0,0.166,0.234,0.419,0.0
7396,6.59e-05,0.000248,1.41e-05,0.000114,0.0,0.17,0.255,0.419,0.0
7397,7.03e-05,0.000251,3.76e-05,0.000114,0.0,0.162,0.269,0.42,0.0
7398,8.81e-05,0.000254,9.4e-05,0.000114,0.0,0.163,0.217,0.42,0.0
7399,0.000131,0.000256,0.000182,0.000114,0.0,0.176,0.188,0.42,0.0
7400,0.000168,0.000254,0.000159,0.000114,0.00066,0.197,0.193,0.42,0.0
7401,0.000177,0.000231,0.000147,0.000114,0.0282,0.193,0.253,0.421,0.0514
7402,0.000183,0.000188,0.000164,0.000114,0.0694,0.179,0.225,0.421,0.152
7403,0.000185,0.000168,0.000188,0.000114,0.123,0.157,0.362,0.421,0.11
7404,0.00019,0.000148,0.000207,0.000114,0.211,0.152,0.572,0.421,0.225
7405,0.000181,0.000116,0.000188,0.000114,0.241,0.165,0.546,0.421,0.425
7406,0.000182,0.000106,0.00019,0.000114,0.222,0.219,0.653,0.422,0.35
